,TRBV17*01,TRBV12-2*02,TRBV19*03,TRBV1*02,TRBV12-1*02,TRBV19*01,TRBV5*04,TRBV13-3*01,TRBV13-1*02,TRBV16*02,TRBV24*02,TRBV20*01,TRBV15*01,TRBV13-1*01,TRBV29*01,TRBV24*03,TRBV12-1*01,TRBV29*02,TRBV13-2*04,TRBV5*01,TRBV3*02,TRBV4*02,TRBV16*01,TRBV5*02,TRBV2*01,TRBV19*02,TRBV1*01,TRBV21*01,TRBV12-2*01,TRBV16*04,TRBV20*02,TRBV3*01,TRBV26*01,TRBV14*01,TRBV13-2*02,TRBV23*01,TRBV24*04,TRBV24*01,TRBV5*03,TRBV4*01,TRBV5*05,TRBV13-2*05,TRBV13-2*03,TRBV26*02,TRBV16*03,TRBV13-2*01
TRBV3*02,0.5555555555555556,0.5646258503401361,0.546485260770975,0.979591836734694,0.5487528344671202,0.546485260770975,0.5646258503401361,0.5782312925170068,0.5668934240362812,0.5056689342403627,0.63718820861678,0.4648526077097505,0.4988662131519275,0.5646258503401361,0.546485260770975,0.63718820861678,0.5487528344671202,0.546485260770975,0.5941043083900227,0.5646258503401361,0.0,0.562358276643991,0.5056689342403627,0.5646258503401361,0.546485260770975,0.546485260770975,0.981859410430839,0.6507936507936508,0.5646258503401361,0.5056689342403627,0.4648526077097505,0.03174603174603175,0.6394557823129251,0.528344671201814,0.5941043083900227,0.6326530612244898,0.63718820861678,0.6394557823129251,0.5646258503401361,0.5691609977324262,0.5668934240362812,0.5963718820861678,0.5895691609977324,0.6394557823129251,0.5102040816326531,0.5941043083900227
TRBV4*02,0.5963718820861678,0.19727891156462585,0.5804988662131519,0.8956916099773242,0.20861678004535147,0.5782312925170068,0.04988662131519274,0.5691609977324262,0.5555555555555556,0.4648526077097505,0.5170068027210883,0.6825396825396824,0.44671201814058953,0.5510204081632654,0.5238095238095238,0.5170068027210883,0.2108843537414966,0.5260770975056689,0.5850340136054422,0.04988662131519274,0.562358276643991,0.0,0.4648526077097505,0.04988662131519274,0.06122448979591837,0.5782312925170068,0.8956916099773242,0.5215419501133787,0.19954648526077096,0.46258503401360546,0.6825396825396824,0.562358276643991,0.5147392290249433,0.5238095238095238,0.582766439909297,0.5102040816326531,0.5170068027210883,0.5170068027210883,0.05215419501133787,0.02947845804988662,0.03854875283446712,0.5895691609977324,0.582766439909297,0.5170068027210883,0.46258503401360546,0.582766439909297
TRBV16*01,0.6394557823129251,0.43990929705215415,0.6167800453514739,0.9251700680272109,0.43764172335600904,0.6167800453514739,0.47165532879818595,0.6326530612244898,0.6054421768707483,0.006802721088435374,0.5782312925170068,0.655328798185941,0.09297052154195011,0.600907029478458,0.5850340136054422,0.5782312925170068,0.43764172335600904,0.5850340136054422,0.6417233560090703,0.47165532879818595,0.5056689342403627,0.4648526077097505,0.0,0.47165532879818595,0.4512471655328798,0.6167800453514739,0.9251700680272109,0.5873015873015872,0.4421768707482993,0.015873015873015876,0.655328798185941,0.5056689342403627,0.582766439909297,0.23582766439909297,0.6417233560090703,0.5714285714285714,0.5782312925170068,0.5782312925170068,0.473922902494331,0.4671201814058957,0.47165532879818595,0.6462585034013606,0.6394557823129251,0.582766439909297,0.02040816326530612,0.6417233560090703
TRBV5*02,0.6099773242630385,0.1950113378684807,0.5963718820861678,0.9047619047619048,0.20634920634920634,0.5941043083900227,0.0045351473922902496,0.582766439909297,0.5691609977324262,0.47165532879818595,0.5147392290249433,0.6848072562358276,0.4535147392290249,0.5646258503401361,0.5374149659863946,0.5147392290249433,0.20861678004535147,0.5396825396825397,0.600907029478458,0.0,0.5646258503401361,0.04988662131519274,0.47165532879818595,0.0,0.07029478458049887,0.5918367346938775,0.9047619047619048,0.5192743764172335,0.19727891156462585,0.4693877551020408,0.6848072562358276,0.562358276643991,0.5170068027210883,0.5238095238095238,0.600907029478458,0.5102040816326531,0.5147392290249433,0.5147392290249433,0.009070294784580499,0.05215419501133787,0.03401360544217687,0.6077097505668935,0.5986394557823129,0.5170068027210883,0.4693877551020408,0.600907029478458
TRBV2*01,0.5736961451247165,0.18820861678004533,0.5600907029478458,0.9160997732426304,0.19727891156462585,0.5578231292517006,0.07029478458049887,0.546485260770975,0.5374149659863946,0.4512471655328798,0.5238095238095238,0.6712018140589568,0.42857142857142855,0.5328798185941043,0.5034013605442177,0.5238095238095238,0.19954648526077096,0.5034013605442177,0.5668934240362812,0.07029478458049887,0.546485260770975,0.06122448979591837,0.4512471655328798,0.07029478458049887,0.0,0.5578231292517006,0.9138321995464853,0.5306122448979591,0.19047619047619047,0.4489795918367347,0.6712018140589568,0.546485260770975,0.5238095238095238,0.5147392290249433,0.5646258503401361,0.5192743764172335,0.5238095238095238,0.5238095238095238,0.07029478458049887,0.07256235827664399,0.06802721088435373,0.5714285714285714,0.5646258503401361,0.5260770975056689,0.4512471655328798,0.5646258503401361
TRBV19*02,0.13378684807256236,0.5895691609977324,0.006802721088435374,0.8412698412698413,0.5736961451247165,0.006802721088435374,0.5941043083900227,0.1836734693877551,0.12925170068027209,0.6167800453514739,0.7755102040816326,0.6394557823129251,0.600907029478458,0.12925170068027209,0.1950113378684807,0.7755102040816326,0.5759637188208616,0.19727891156462585,0.17233560090702948,0.5918367346938775,0.546485260770975,0.5782312925170068,0.6167800453514739,0.5918367346938775,0.5578231292517006,0.0,0.8412698412698413,0.7845804988662132,0.5918367346938775,0.6145124716553287,0.6394557823129251,0.5419501133786848,0.7777777777777778,0.6394557823129251,0.17233560090702948,0.7777777777777778,0.7755102040816326,0.7732426303854876,0.5941043083900227,0.5873015873015872,0.5873015873015872,0.17233560090702948,0.1678004535147392,0.7800453514739228,0.6213151927437642,0.17233560090702948
TRBV1*01,0.873015873015873,0.9931972789115646,0.8412698412698413,0.02040816326530612,0.997732426303855,0.8412698412698413,0.9024943310657596,0.8639455782312925,0.8208616780045351,0.927437641723356,0.9160997732426304,0.9773242630385486,0.9546485260770975,0.8208616780045351,0.8707482993197279,0.9160997732426304,1.0,0.873015873015873,0.8435374149659864,0.9047619047619048,0.981859410430839,0.8956916099773242,0.9251700680272109,0.9047619047619048,0.9138321995464853,0.8412698412698413,0.0,0.8979591836734694,0.9954648526077097,0.9251700680272109,0.9773242630385486,0.9750566893424035,0.9160997732426304,0.8526077097505668,0.8435374149659864,0.9160997732426304,0.9160997732426304,0.9183673469387754,0.9070294784580498,0.8956916099773242,0.9070294784580498,0.8435374149659864,0.8412698412698413,0.9138321995464853,0.927437641723356,0.8435374149659864
TRBV21*01,0.8049886621315192,0.5918367346938775,0.7868480725623583,0.8979591836734694,0.5986394557823129,0.7845804988662132,0.5192743764172335,0.7800453514739228,0.7619047619047619,0.5873015873015872,0.07936507936507936,0.7006802721088434,0.5986394557823129,0.7573696145124716,0.7369614512471655,0.07936507936507936,0.5986394557823129,0.7369614512471655,0.7936507936507936,0.5192743764172335,0.6507936507936508,0.5215419501133787,0.5873015873015872,0.5192743764172335,0.5306122448979591,0.7845804988662132,0.8979591836734694,0.0,0.5918367346938775,0.5850340136054422,0.7006802721088434,0.6462585034013606,0.07936507936507936,0.5578231292517006,0.7936507936507936,0.08163265306122448,0.08163265306122448,0.07936507936507936,0.5215419501133787,0.5170068027210883,0.5192743764172335,0.800453514739229,0.7959183673469387,0.07482993197278912,0.5873015873015872,0.7936507936507936
TRBV12-2*01,0.5963718820861678,0.0022675736961451248,0.5941043083900227,0.9954648526077097,0.056689342403628114,0.5918367346938775,0.19727891156462585,0.5804988662131519,0.5691609977324262,0.43990929705215415,0.5804988662131519,0.7006802721088434,0.41723356009070295,0.5646258503401361,0.5374149659863946,0.5804988662131519,0.056689342403628114,0.5374149659863946,0.600907029478458,0.19727891156462585,0.5646258503401361,0.19954648526077096,0.4421768707482993,0.19727891156462585,0.19047619047619047,0.5918367346938775,0.9954648526077097,0.5918367346938775,0.0,0.43990929705215415,0.7006802721088434,0.5646258503401361,0.582766439909297,0.528344671201814,0.600907029478458,0.5804988662131519,0.5804988662131519,0.5804988662131519,0.19727891156462585,0.20634920634920634,0.1950113378684807,0.6054421768707483,0.5986394557823129,0.5850340136054422,0.43990929705215415,0.600907029478458
TRBV16*04,0.63718820861678,0.43764172335600904,0.6145124716553287,0.9251700680272109,0.43537414965986393,0.6145124716553287,0.4693877551020408,0.6303854875283446,0.6031746031746031,0.015873015873015876,0.5759637188208616,0.655328798185941,0.09070294784580499,0.5986394557823129,0.5804988662131519,0.5759637188208616,0.43537414965986393,0.582766439909297,0.6394557823129251,0.4693877551020408,0.5056689342403627,0.46258503401360546,0.015873015873015876,0.4693877551020408,0.4489795918367347,0.6145124716553287,0.9251700680272109,0.5850340136054422,0.43990929705215415,0.0,0.655328798185941,0.5034013605442177,0.582766439909297,0.23582766439909297,0.6394557823129251,0.5691609977324262,0.5782312925170068,0.5759637188208616,0.47165532879818595,0.4648526077097505,0.4693877551020408,0.6439909297052153,0.63718820861678,0.5804988662131519,0.02947845804988662,0.6394557823129251
TRBV20*02,0.6439909297052153,0.7006802721088434,0.6417233560090703,0.9750566893424035,0.6893424036281179,0.6417233560090703,0.6848072562358276,0.6530612244897959,0.6485260770975056,0.655328798185941,0.6825396825396824,0.0045351473922902496,0.6439909297052153,0.6485260770975056,0.6439909297052153,0.6825396825396824,0.6893424036281179,0.6417233560090703,0.655328798185941,0.6848072562358276,0.4648526077097505,0.6825396825396824,0.655328798185941,0.6848072562358276,0.6712018140589568,0.6394557823129251,0.9773242630385486,0.7006802721088434,0.7006802721088434,0.655328798185941,0.0,0.4512471655328798,0.6825396825396824,0.6394557823129251,0.655328798185941,0.6825396825396824,0.6825396825396824,0.6825396825396824,0.6848072562358276,0.6870748299319728,0.6802721088435374,0.6621315192743764,0.6507936507936508,0.6848072562358276,0.6575963718820861,0.655328798185941
