0.000000000000000000e+00	4.486511627906977218e-01	6.363531181302788109e-02	5.734042553191490699e-01	6.765191297824456607e-01	3.842755404298229260e-01	4.881463084217655957e-01	2.787716159809182637e-01	4.592172433352240124e-01	4.524287546706821095e-01	7.271766288679607504e-01	6.657807308970099536e-01	3.747837785892754181e-01	5.775939177101967470e-01	6.517038113695090562e-01	5.101469397200046885e-01	5.703454372365021063e-01	4.456784756936899017e-01	4.578008579814857315e-01	4.578008579814857315e-01	4.456784756936899017e-01	4.578008579814857315e-01	5.129681953198580446e-01	5.129681953198580446e-01	4.461646363971946139e-01	4.461646363971946139e-01	5.129681953198580446e-01	4.461646363971946139e-01	4.461646363971946139e-01	3.722465269782792019e-01	5.852150537634408511e-01	6.617173524150268271e-01	4.331099724083563030e-01	4.926787252368647896e-01	3.722465269782792019e-01	5.852150537634408511e-01	5.843906976744185355e-01	3.802325581395348264e-01	4.513565891472868796e-01	3.822417339028634786e-01	4.283937263385614314e-01	4.283937263385614314e-01	5.259868813357184703e-01	5.693023255813952632e-01	4.452101557499467122e-01	5.812782332273715991e-01	1.792191167057819445e-01	5.640725141915400309e-01	4.439746300211416807e-01	8.285079696890514933e-01	5.782605739154085267e-01	5.715529292159104990e-01	6.122932816537467460e-01	6.422508911899507122e-01
4.486511627906977218e-01	0.000000000000000000e+00	4.477313432835822171e-01	4.779574468085107108e-01	6.120193548387096172e-01	3.935739837398373742e-01	6.360000000000000098e-01	4.545769230769231006e-01	6.331056910569106133e-01	3.359309352517986236e-01	7.374545454545453627e-01	5.665263157894735446e-01	2.804628099173553379e-01	5.637333333333333085e-01	7.379999999999999893e-01	3.846865671641790940e-01	5.934035087719298218e-01	3.862429906542056424e-01	4.473553398058253139e-01	4.473553398058253139e-01	3.862429906542056424e-01	4.473553398058253139e-01	4.500336448598131200e-01	4.500336448598131200e-01	3.426209523809523594e-01	3.426209523809523594e-01	4.500336448598131200e-01	3.426209523809523594e-01	3.426209523809523594e-01	3.059643564356435697e-01	4.950193548387097353e-01	5.953846153846154010e-01	3.552000000000000157e-01	5.676190476190475787e-01	3.059643564356435697e-01	4.950193548387097353e-01	5.683456000000000063e-01	3.899071428571428966e-01	2.184999999999999998e-01	4.487102040816326465e-01	2.333023255813953534e-01	2.333023255813953534e-01	4.063015384615384917e-01	5.527933333333333588e-01	2.439119266055045920e-01	6.256345323741008269e-01	4.422752293577982274e-01	5.936692913385827053e-01	2.172121212121212452e-01	8.859325842696627040e-01	5.337192982456139267e-01	5.103737704918033247e-01	5.337599999999999012e-01	6.046131386861313128e-01
6.363531181302788109e-02	4.477313432835822171e-01	0.000000000000000000e+00	5.703477294379168949e-01	6.707751564756859741e-01	3.754398738017231119e-01	6.065787567019271798e-01	4.277841561423652017e-01	5.562917121708530477e-01	4.513851605282938051e-01	7.203342790181325173e-01	6.601279317697227311e-01	4.964043419267299417e-01	5.736940298507462455e-01	6.470537935323383838e-01	5.079304967698818896e-01	5.865409793139565453e-01	4.448807365043939699e-01	5.251412838719026199e-01	5.251412838719026199e-01	4.448807365043939699e-01	5.251412838719026199e-01	5.109150509136559659e-01	5.109150509136559659e-01	4.453660270078180217e-01	4.453660270078180217e-01	5.109150509136559659e-01	4.453660270078180217e-01	4.453660270078180217e-01	3.726910004433279244e-01	5.814937409725564610e-01	6.566877152698047393e-01	4.697255249177839653e-01	4.442786069651741276e-01	3.726910004433279244e-01	5.814937409725564610e-01	5.695522388059701679e-01	3.523254264392324253e-01	4.439132462686566916e-01	4.775586353944563101e-01	4.501677658220525347e-01	4.501677658220525347e-01	5.234672789896670508e-01	5.659701492537313472e-01	4.444132548267835103e-01	5.774669816385697985e-01	2.560591537724222766e-01	5.320954283699611542e-01	4.035202774008744275e-01	8.741489183296996535e-01	5.944226237234878640e-01	5.681490090530950665e-01	5.964179104477611570e-01	6.370792025275083814e-01
5.734042553191490699e-01	4.779574468085107108e-01	5.703477294379168949e-01	0.000000000000000000e+00	8.762954701441317829e-01	5.729112610275037820e-01	8.089134476347862313e-01	6.904664484451717987e-01	8.185435045839819512e-01	4.180238787693249525e-01	7.587128538772638375e-01	8.588945768677012094e-01	6.779672938280288941e-01	7.901800327332242357e-01	6.067375886524823958e-01	5.964512543664655109e-01	6.030701754385965341e-01	3.802644660966395529e-01	5.266990291262135804e-01	5.266990291262135804e-01	3.802644660966395529e-01	5.266990291262135804e-01	5.242692384171803166e-01	5.242692384171803166e-01	3.417933130699088440e-01	3.417933130699088440e-01	5.242692384171803166e-01	3.417933130699088440e-01	3.417933130699088440e-01	3.147250895302296514e-01	5.414293067947838489e-01	7.725552373158756092e-01	6.471781464118284699e-01	8.132387706855791487e-01	3.147250895302296514e-01	5.414293067947838489e-01	8.149787234042552564e-01	5.764152735562310115e-01	2.810255984042552835e-01	6.728723404255320117e-01	4.808758040573972714e-01	4.808758040573972714e-01	6.728723404255319007e-01	6.450797872340425787e-01	3.070368924458325433e-01	8.028776978417265786e-01	5.741167284794066461e-01	7.906852069023286855e-01	3.675048355899419583e-01	7.648099450155391166e-01	7.919372900335945875e-01	6.241454482036972173e-01	8.569858156028369311e-01	8.570896101879175166e-01
6.765191297824456607e-01	6.120193548387096172e-01	6.707751564756859741e-01	8.762954701441317829e-01	0.000000000000000000e+00	6.139194859690532136e-01	6.191904165361729051e-01	6.179357940446650321e-01	6.059205350118016531e-01	5.001798561151079570e-01	7.886363636363636909e-01	5.415959252971138671e-01	5.565982404692082497e-01	6.029001240694789043e-01	8.429099462365590156e-01	3.695474241694752249e-01	8.364176570458404791e-01	6.229650286403375370e-01	6.280535546507985956e-01	6.280535546507985956e-01	6.229650286403375370e-01	6.280535546507985956e-01	6.229650286403375370e-01	6.229650286403375370e-01	6.254608294930874557e-01	6.254608294930874557e-01	6.229650286403375370e-01	6.254608294930874557e-01	6.254608294930874557e-01	6.719259022676461468e-01	6.412330905306971029e-01	5.496975806451612767e-01	6.189516129032257563e-01	6.110919098822324980e-01	6.719259022676461468e-01	6.412330905306971029e-01	6.120193548387096172e-01	6.213421658986175711e-01	6.132056451612902803e-01	6.304147465437787146e-01	5.662415603900974315e-01	5.662415603900974315e-01	5.730769230769230393e-01	7.406451612903226511e-01	6.205608168097069832e-01	6.615165931770713437e-01	6.911142349807636309e-01	5.984251968503937480e-01	5.498207885304660092e-01	6.642261689017759929e-01	6.191001697792869463e-01	6.311277102062400335e-01	6.168884408602149927e-01	5.646986107840827884e-01
3.842755404298229260e-01	3.935739837398373742e-01	3.754398738017231119e-01	5.729112610275037820e-01	6.139194859690532136e-01	0.000000000000000000e+00	6.606677717262610106e-01	3.686913696060037937e-01	3.557670698658206287e-01	4.000000000000000222e-01	7.495263051804070820e-01	6.059355706339017988e-01	3.251763757306994629e-01	5.048988951427976213e-01	7.560213414634147089e-01	4.547688387331634274e-01	6.074953644273285436e-01	3.861408707545019303e-01	4.667771726260951937e-01	4.667771726260951937e-01	3.861408707545019303e-01	4.667771726260951937e-01	4.070207431046272140e-01	4.070207431046272140e-01	3.860007742934571939e-01	3.860007742934571939e-01	4.070207431046272140e-01	3.860007742934571939e-01	3.860007742934571939e-01	3.681960879014730681e-01	5.325465512719643746e-01	5.969981238273920354e-01	3.363373294749896769e-01	5.022067363530778872e-01	3.681960879014730681e-01	5.325465512719643746e-01	5.026341463414635280e-01	2.214285714285714468e-01	3.968178353658536883e-01	4.490708478513356638e-01	3.968298985315434346e-01	3.968298985315434346e-01	4.623827392120074542e-01	5.541124661246612515e-01	3.862758260610129057e-01	5.825583435690472323e-01	3.727903334079212816e-01	4.840215095064336337e-01	3.237579042457091050e-01	8.901068785968757613e-01	5.348381115390100637e-01	4.679728108756497917e-01	5.349051490514904472e-01	6.065159337724763677e-01
4.881463084217655957e-01	6.360000000000000098e-01	6.065787567019271798e-01	8.089134476347862313e-01	6.191904165361729051e-01	6.606677717262610106e-01	0.000000000000000000e+00	2.729648991784913714e-01	6.977977740942458151e-01	6.535447370259133137e-01	3.151488405680815119e-01	5.374771881159208231e-01	2.901147396293027314e-01	6.809559372666169619e-01	6.622876213592233663e-01	6.150412983625560548e-01	2.967807869187532033e-01	4.470374739134380104e-01	4.397775473654443879e-01	4.397775473654443879e-01	4.470374739134380104e-01	4.397775473654443879e-01	5.945014064059521708e-01	5.945014064059521708e-01	4.806287563569117127e-01	4.806287563569117127e-01	5.945014064059521708e-01	4.806287563569117127e-01	4.806287563569117127e-01	6.699221378448523279e-01	5.258299404948323374e-01	4.235250186706497333e-01	4.760243541220997021e-01	6.574202496532592921e-01	6.699221378448523279e-01	5.258299404948323374e-01	6.952699029126214736e-01	5.988904299583910351e-01	5.772451456310678797e-01	6.490093124628492083e-01	5.934221419432527123e-01	5.934221419432527123e-01	5.470873786407766115e-01	7.751699029126213336e-01	4.307829339983967332e-01	6.279807222183417803e-01	2.947180903179834610e-01	1.676018653008179704e-01	5.460429538099440538e-01	8.777135376895385255e-01	5.440981093510475208e-01	6.344739773993314236e-01	1.302184466019417619e-01	5.394940117638721278e-01
2.787716159809182637e-01	4.545769230769231006e-01	4.277841561423652017e-01	6.904664484451717987e-01	6.179357940446650321e-01	3.686913696060037937e-01	2.729648991784913714e-01	0.000000000000000000e+00	4.179409005628517138e-01	4.308176535694522302e-01	6.074380165289255951e-01	5.688475997686524011e-01	1.446837253655435529e-01	5.306952662721893255e-01	5.200320512820512109e-01	5.012629161882893314e-01	4.649544534412954344e-01	2.328540618260244166e-01	1.908887229275578745e-01	1.908887229275578745e-01	2.328540618260244166e-01	1.908887229275578745e-01	3.416247304097771442e-01	3.416247304097771442e-01	2.553846153846154321e-01	2.553846153846154321e-01	3.416247304097771442e-01	2.553846153846154321e-01	2.553846153846154321e-01	5.301504188880425961e-01	3.825139578163771481e-01	2.366863905325443385e-01	2.772897653194262846e-01	5.281746031746031855e-01	5.301504188880425961e-01	3.825139578163771481e-01	5.286769230769231553e-01	4.074519230769230727e-01	4.000000000000000222e-01	5.323096546310831512e-01	3.794275491949910539e-01	3.794275491949910539e-01	3.862721893491124492e-01	6.579567307692307798e-01	3.561750176429075432e-01	5.894507470946319660e-01	1.801693719124911608e-01	2.278619018776499028e-01	3.540792540792541132e-01	9.250648228176319154e-01	4.570597165991903132e-01	6.065573770491803351e-01	4.255208333333332926e-01	5.386861313868612777e-01
4.592172433352240124e-01	6.331056910569106133e-01	5.562917121708530477e-01	8.185435045839819512e-01	6.059205350118016531e-01	3.557670698658206287e-01	6.977977740942458151e-01	4.179409005628517138e-01	0.000000000000000000e+00	6.277592560098262942e-01	8.230598669623059305e-01	6.691179167430771901e-01	2.176711684472216191e-01	3.942047112778820361e-01	8.719088753387534974e-01	6.283400072806698544e-01	8.141705890743118346e-01	6.370640528835195271e-01	6.698555529244613060e-01	6.698555529244613060e-01	6.370640528835195271e-01	6.698555529244613060e-01	6.195577843628903292e-01	6.195577843628903292e-01	5.873170731707316738e-01	5.873170731707316738e-01	6.195577843628903292e-01	5.873170731707316738e-01	5.873170731707316738e-01	6.499315785237060883e-01	6.423288749016522470e-01	6.960600375234522463e-01	3.868265123329199806e-01	2.113304942573235867e-01	6.499315785237060883e-01	6.423288749016522470e-01	3.034276422764227155e-01	5.088850174216028588e-01	6.340891768292682418e-01	4.529616724738675937e-01	6.330938425663326097e-01	6.330938425663326097e-01	6.400938086303940011e-01	7.024051490514905405e-01	6.171999701648391845e-01	2.841726618705036067e-01	5.874916088610427911e-01	5.837526406760130682e-01	5.939393939393939892e-01	8.901068785968757613e-01	6.759592069604906106e-01	3.870451819272290872e-01	6.636856368563687214e-01	6.688030383953474933e-01
4.524287546706821095e-01	3.359309352517986236e-01	4.513851605282938051e-01	4.180238787693249525e-01	5.001798561151079570e-01	4.000000000000000222e-01	6.535447370259133137e-01	4.308176535694522302e-01	6.277592560098262942e-01	0.000000000000000000e+00	7.858493370592780636e-01	5.996267647536106526e-01	4.542778999940543794e-01	4.738609112709831761e-01	7.439673261390887804e-01	4.390153548802748773e-01	6.503786444528587563e-01	3.039131311773011768e-01	4.451281693092127290e-01	4.451281693092127290e-01	3.039131311773011768e-01	4.451281693092127290e-01	3.155852887783231475e-01	3.155852887783231475e-01	3.736896197327851943e-01	3.736896197327851943e-01	3.155852887783231475e-01	3.736896197327851943e-01	3.736896197327851943e-01	2.361421753686159808e-01	3.613077280111394729e-01	4.448741007194244590e-01	4.718936715034751650e-01	5.442046362909671586e-01	2.361421753686159808e-01	3.613077280111394729e-01	5.663309352517985618e-01	3.935765673175745105e-01	2.914961780575539563e-01	4.391645866979884683e-01	3.341977580726116503e-01	3.341977580726116503e-01	4.714056447149971296e-01	4.156774580335730884e-01	1.694211603194508697e-01	5.568241809430153344e-01	4.165335621411127565e-01	5.901829717328499481e-01	9.653368214519292279e-02	6.737450489046964419e-01	5.194938785813454363e-01	5.045406297912489180e-01	4.611690647482014072e-01	5.999054770781915291e-01
