0.   	0.98235294   	1.   	0.76110571   	0.69525616   	
0.98235294   	0.   	0.74892226   	0.8574134   	0.87069346   	
1.   	0.74892226   	0.   	0.86303997   	0.90252328   	
0.76110571   	0.8574134   	0.86303997   	0.   	0.96700623   	
0.69525616   	0.87069346   	0.90252328   	0.96700623	0.
