1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,5.999999999999999778e-01,5.252525252525253041e-01,6.925064599483204963e-01,9.615384615384615641e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.652897052807908163e-01,2.619444444444443687e-01,0.000000000000000000e+00
4.400000000000000022e-01,7.055555555555554914e-01,6.223404255319149314e-01,7.881136950904391592e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.243317292463685247e-01,7.559523809523809035e-02,0.000000000000000000e+00
4.000000000000000222e-01,7.277777777777778567e-01,6.473684210526315930e-01,7.932816537467699547e-01,9.599999999999999645e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.770606600797692554e-01,1.065476190476190438e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.400000000000000022e-01,5.388888888888888618e-01,5.093457943925233655e-01,7.054263565891473187e-01,8.750000000000000000e-01,9.583333333333333703e-01,1.000000000000000000e+00,1.176132511672778047e-01,8.416666666666661190e-02,1.000000000000000000e+00
1.600000000000000033e-01,2.333333333333332815e-01,1.962616822429906760e-01,2.736318407960198762e-01,5.999999999999999778e-01,6.999999999999999556e-01,8.000000000000000444e-01,2.085800973765352673e-01,6.041666666666665325e-02,1.000000000000000000e+00
2.399999999999999911e-01,5.842696629213482984e-01,5.151515151515151381e-01,6.293333333333333002e-01,9.166666666666666297e-01,9.565217391304348116e-01,1.000000000000000000e+00,2.044028121862065117e-01,1.777777777777777846e-01,0.000000000000000000e+00
4.799999999999999822e-01,6.629213483146068064e-01,5.851063829787234161e-01,8.053333333333333455e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.563540043776276978e-01,8.571428571428526752e-03,0.000000000000000000e+00
4.000000000000000222e-01,6.910112359550562022e-01,6.368421052631578760e-01,7.653333333333333099e-01,9.130434782608696231e-01,9.545454545454545858e-01,1.000000000000000000e+00,2.115674984031347683e-01,2.238095238095242842e-02,0.000000000000000000e+00
4.400000000000000022e-01,5.388888888888888618e-01,5.093457943925233655e-01,7.054263565891473187e-01,8.750000000000000000e-01,9.583333333333333703e-01,1.000000000000000000e+00,1.176132511672778047e-01,8.416666666666661190e-02,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.799999999999999822e-01,6.685393258426965968e-01,6.588785046728972139e-01,7.039800995024876329e-01,8.750000000000000000e-01,9.583333333333333703e-01,1.000000000000000000e+00,2.467009391821341213e-01,2.374999999999995517e-02,1.000000000000000000e+00
4.400000000000000022e-01,6.264367816091953589e-01,5.808080808080808843e-01,7.189054726368159232e-01,9.615384615384615641e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.169810372830103362e-02,2.015277777777777501e-01,0.000000000000000000e+00
4.799999999999999822e-01,7.701149425287356909e-01,7.234042553191488700e-01,7.960199004975123671e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.012643534784049559e-01,1.517857142857143016e-02,0.000000000000000000e+00
4.000000000000000222e-01,7.413793103448276245e-01,6.894736842105262387e-01,8.009950248756219082e-01,9.599999999999999645e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.625135948370088457e-02,4.613095238095238360e-02,0.000000000000000000e+00
1.600000000000000033e-01,2.333333333333332815e-01,1.962616822429906760e-01,2.736318407960198762e-01,5.999999999999999778e-01,6.999999999999999556e-01,8.000000000000000444e-01,2.085800973765352673e-01,6.041666666666665325e-02,1.000000000000000000e+00
4.799999999999999822e-01,6.685393258426965968e-01,6.588785046728972139e-01,7.039800995024876329e-01,8.750000000000000000e-01,9.583333333333333703e-01,1.000000000000000000e+00,2.467009391821341213e-01,2.374999999999995517e-02,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000222e-01,5.422535211267605071e-01,4.740259740259740173e-01,6.510903426791277981e-01,8.888888888888888395e-01,9.411764705882352811e-01,1.000000000000000000e+00,1.624798741813988368e-01,1.177156177156176292e-01,0.000000000000000000e+00
4.000000000000000222e-01,4.928571428571428825e-01,4.220779220779220520e-01,6.190476190476190688e-01,8.888888888888888395e-01,9.411764705882352811e-01,1.000000000000000000e+00,1.484725289456394481e-01,6.946386946386944039e-02,0.000000000000000000e+00
4.000000000000000222e-01,6.267605633802817433e-01,5.649350649350649567e-01,7.570093457943926074e-01,9.473684210526316374e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.489674388908330815e-01,4.592074592074594369e-02,0.000000000000000000e+00
